Plate,Experiment,Hour,Magnification,Well,Student,Animal,Length,Width,Radius,Volume,Area
p33,growth,33,2X,D03,Justine,797,650.703372,29.6433,14.82165,41395.95989611145,18491.331571779912
p33,growth,33,2X,D03,Justine,798,634.0899492,24.673106699999998,12.336553349999999,27946.044409141436,14999.976825728696
p33,growth,33,2X,D03,Justine,799,697.1247797999999,26.553809399999995,13.276904699999998,35586.55841610683,17739.863036761533
p33,growth,33,2X,D03,Justine,800,625.4143434,30.7598643,15.37993215,42840.88850847822,18445.875142949288
p33,growth,33,2X,D05,Justine,801,699.8256137999999,31.438366499999997,15.719183249999999,50076.224820192016,21084.08862408358
p33,growth,33,2X,D05,Justine,802,677.7874671,28.566260099999997,14.283130049999999,40042.58519195121,18557.44109326097
p33,growth,33,2X,D05,Justine,803,635.387667,24.841085399999997,12.420542699999999,28385.837898493963,15132.847200142327
p33,growth,33,2X,D05,Justine,804,629.6302794,27.512276099999998,13.756138049999999,34503.28532505225,16609.0160230701
p33,growth,33,2X,D05,Justine,805,630.4240610999999,25.252797899999997,12.626398949999999,29105.401069112024,15264.100441882914
p33,growth,33,2X,D07,Justine,806,637.0180485,25.4668884,12.7334442,29910.612699567788,15553.681033153263
p33,growth,33,2X,D07,Justine,807,618.4646363999999,24.304212299999996,12.152106149999998,26448.422500245273,14413.484982513344
p33,growth,33,2X,D07,Justine,808,620.6285973,29.8672716,14.9336358,40081.566569348266,17774.2748104583
p33,growth,33,2X,D07,Justine,809,651.2007207,27.1829061,13.59145305,34836.01301305071,16969.44609165634
p33,growth,33,2X,D07,Justine,810,606.5381487,30.585298199999997,15.292649099999998,41077.628357433365,17790.520473368106
p33,growth,33,2X,D08,Justine,811,599.3249457000001,29.824453499999997,14.912226749999999,38594.831160482914,17142.765819289754
p33,growth,33,2X,D08,Justine,812,663.3643548,28.628840399999998,14.314420199999999,39362.38892294786,18204.247068141103
p33,growth,33,2X,D08,Justine,813,627.5058429,24.080240699999997,12.040120349999999,26342.75684682278,14488.319899304297
p33,growth,33,2X,D08,Justine,814,659.5271943,27.1170321,13.55851605,35110.64596780205,17143.68500518721
p33,growth,33,2X,D08,Justine,815,625.6086717,25.2758538,12.6379269,28935.84910769457,15161.944412996258
p34,growth,34,2X,D01,Justine,816,667.0961169,28.3324074,14.1662037,38768.336865469515,18116.60100825187
p34,growth,34,2X,D01,Justine,817,636.5174060999999,29.9660826,14.9830413,41380.14714472884,18287.21537079995
p34,growth,34,2X,D01,Justine,818,689.62831859999994,30.819150899999997,15.409575449999998,47421.821032160835,20369.054212461866
p34,growth,34,2X,D01,Justine,819,680.5080633,37.554767399999996,18.777383699999998,69484.06697075113,24494.07964867549
p34,growth,34,2X,D01,Justine,820,647.8674963,28.984560000000002,14.492280000000001,39404.10044671341,18002.012429269627
p34,growth,34,2X,D03,Justine,821,687.2370923999999,27.005046299999997,13.502523149999998,36284.25796459782,17786.63564228282
p34,growth,34,2X,D03,Justine,822,668.8648338,33.0094614,16.5047307,52763.91855346074,21162.939381198008
p34,growth,34,2X,D03,Justine,823,673.7559782999999,30.206522699999997,15.103261349999999,44506.7518334548,19506.84810368762
p34,growth,34,2X,D03,Justine,824,609.9701841,28.819875,14.4099375,36678.755708824734,16857.971488754396
p34,growth,34,2X,D03,Justine,825,643.1706800999999,29.9660826,14.9830413,41812.67806136326,18477.380645205063
p34,growth,34,2X,D04,Justine,826,666.1409439,31.4581287,15.72906435,47725.8530380069,20086.621752606097
p34,growth,34,2X,D04,Justine,827,637.7163128999999,28.819875,14.4099375,38347.187226706825,17620.683039786207
p34,growth,34,2X,D04,Justine,828,660.3143886,24.673106699999998,12.336553349999999,29101.8257758101,15617.134143399857
p34,growth,34,2X,D04,Justine,829,692.4279636,29.6630622,14.8315311,44109.11711885074,19684.18065018512
p34,growth,34,2X,D04,Justine,830,706.0836438,31.092527999999998,15.546263999999999,49418.552589193685,21037.74471398434
p34,growth,34,2X,D09,Justine,831,705.8003856,30.367914,15.183957,47123.07416725655,20539.253579629873
p34,growth,34,2X,D09,Justine,832,665.689707,30.5260116,15.2630058,44909.04020969375,19478.30867086569
p34,growth,34,2X,D09,Justine,833,673.9832435999999,31.072765799999996,15.536382899999998,47111.91139677624,20072.988503515
p34,growth,34,2X,D09,Justine,834,595.6755261,27.7098981,13.85494905,33113.220132076385,15830.887816879589
p34,growth,34,2X,D09,Justine,835,696.4429839,34.1062635,17.05313175,58651.0316236439,22763.2683629588
p34,growth,34,2X,D10,Justine,836,700.7412624,28.190778299999998,14.095389149999999,40317.502851043784,18930.71973172178
p34,growth,34,2X,D10,Justine,837,689.1704943,33.1906149,16.59530745,54964.094048492065,21921.91316964644
p34,growth,34,2X,D10,Justine,838,673.6802232,28.984560000000002,14.492280000000001,40974.062343829784,18715.631473413432
p34,growth,34,2X,D10,Justine,839,662.1390984,30.1472361,15.07361805,43567.84101697567,19134.518493209645
p34,growth,34,2X,D10,Justine,840,659.2735794,29.172300899999996,14.586150449999998,40618.963994090336,18435.99161810964
p35,growth,35,2X,D02,Justine,841,649.7613738,27.6440241,13.82201205,35948.28846255862,17219.355955657134
p35,growth,35,2X,D02,Justine,842,639.900036,26.4418236,13.2209118,32390.43224213902,16221.800002864455
p35,growth,35,2X,D02,Justine,843,740.4962214,24.7587429,12.37937145,32862.593034147576,17564.860790831808
p35,growth,35,2X,D02,Justine,844,633.2533493999999,31.092527999999998,15.546263999999999,44321.18520857733,18877.84328151978
p35,growth,35,2X,D02,Justine,845,617.2558485,35.081198699999995,17.540599349999997,54996.602903882704,20764.272578254826
p35,growth,35,2X,D04,Justine,846,653.8521492,28.1413728,14.0706864,37487.96936321253,17638.956184737926
p35,growth,35,2X,D04,Justine,847,696.8711648999999,35.199771899999995,17.599885949999997,62510.64712187196,23507.47568947904
p35,growth,35,2X,D04,Justine,848,691.907559,29.0076159,14.50380795,42149.647727806005,19234.832952935103
p35,growth,35,2X,D04,Justine,849,678.8612133,29.5411953,14.77059765,42890.28433943553,19221.041139309924
p35,growth,35,2X,D04,Justine,850,625.1212041,32.2914348,16.1457174,47191.16696819426,19355.288626628073
p35,growth,35,2X,D06,Justine,851,661.8690149999999,29.9660826,14.9830413,43028.26123647892,19011.820379263383
p35,growth,35,2X,D06,Justine,852,717.6906425999999,30.1472361,15.07361805,47223.05613990292,20731.903011040846
p35,growth,35,2X,D06,Justine,853,650.9273436,32.6438607,16.32193035,50217.7614167491,20370.038897804687
p35,growth,35,2X,D06,Justine,854,680.3203223999999,31.915953,15.9579765,50170.7830928152,20810.600501522607
p35,growth,35,2X,D06,Justine,855,675.6794990999999,30.367914,15.183957,45112.03988974423,19666.7875156332
p35,growth,35,2X,D08,Justine,856,680.9362443,26.553809399999995,13.276904699999998,34760.17226410798,17329.847580547765
p35,growth,35,2X,D08,Justine,857,669.6553217999999,32.752552800000004,16.376276400000002,52007.195764915254,21022.925655898045
p35,growth,35,2X,D08,Justine,858,686.8912538999999,31.2473319,15.62366595,48555.191256051374,20570.472177759
p35,growth,35,2X,D08,Justine,859,632.2817079,27.989862599999995,13.994931299999998,35861.95428475386,16968.118336153777
p35,growth,35,2X,D08,Justine,860,673.7230413,30.7598643,15.37993215,46150.0347769705,19863.22015568824
p35,growth,35,2X,D11,Justine,861,621.5146026,29.0076159,14.50380795,37861.447264919014,17287.200177694052
p35,growth,35,2X,D11,Justine,862,660.6042342,32.752552800000004,16.376276400000002,51304.26446671647,20740.169703283897
p35,growth,35,2X,D11,Justine,863,679.2037581,27.1598502,13.5799251,36272.42760081967,17680.487737798667
p35,growth,35,2X,D11,Justine,864,690.6032538,28.4279247,14.21396235,40405.52320922608,18815.07571143978
p35,growth,35,2X,D11,Justine,865,718.5437109,32.3540151,16.17700755,54454.19748076887,22275.80478972813
p36,growth,36,2X,D01,Justine,866,695.6096778,27.535331999999997,13.767665999999998,38182.82454279497,18355.79883634018
p36,growth,36,2X,D01,Justine,867,691.677,27.6440241,13.82201205,38267.2859937818,18324.561498954252
p36,growth,36,2X,D01,Justine,868,783.5514678,33.391530599999996,16.695765299999998,63250.21172825087,25060.59867254797
p36,growth,36,2X,D01,Justine,869,668.9208267,28.566260099999997,14.283130049999999,39518.75844563722,18315.85144893306
p36,growth,36,2X,D01,Justine,870,667.7449758,26.711906999999997,13.355953499999998,34493.89355241117,17096.93571250169
p36,growth,36,2X,D03,Justine,871,779.0720358,31.8072609,15.90363045,57062.65310465529,23735.693544429218
p36,growth,36,2X,D03,Justine,872,640.4599649999999,30.9179619,15.45898095,44323.64872976565,18984.37942284283
p36,growth,36,2X,D03,Justine,873,667.6198152,31.915953,15.9579765,49234.173717907695,20423.971244594846
p36,growth,36,2X,D03,Justine,874,675.7585478999999,31.6886877,15.84434385,49127.18261786915,20524.532729321774
p36,growth,36,2X,D03,Justine,875,666.5822997,32.752552800000004,16.376276400000002,51768.53677611632,20926.92445364586
p36,growth,36,2X,D05,Justine,876,687.461064,30.1472361,15.07361805,45233.99148923137,19862.651552209187
p36,growth,36,2X,D05,Justine,877,672.3166314,26.3496,13.1748,33794.319841479635,16979.939630524845
p36,growth,36,2X,D05,Justine,878,674.3554317,32.0641695,16.03208475,50193.86670516452,20724.817492129263
p36,growth,36,2X,D05,Justine,879,671.58543,30.993717,15.4968585,46705.75467128805,19951.03793173796
p36,growth,36,2X,D05,Justine,880,735.1143155999999,31.915953,15.9579765,54211.61129845869,22478.641040487928
p36,growth,36,2X,D07,Justine,881,692.8594383,31.207807499999998,15.603903749999999,48853.24946726312,20722.105318412792
p36,growth,36,2X,D07,Justine,882,704.3281017,29.234881199999997,14.617440599999998,43581.2301723155,19731.87571140239
p36,growth,36,2X,D07,Justine,883,781.7333454,29.5016709,14.75083545,49257.647590627814,22090.06867473746
p36,growth,36,2X,D07,Justine,884,684.1146648,27.989862599999995,13.994931299999998,38801.83236056466,18351.915971273
p36,growth,36,2X,D07,Justine,885,700.6720947,28.4806239,14.24031195,41146.75784824282,19123.47838061235
p36,growth,36,2X,D09,Justine,886,730.6875828,29.560957499999997,14.780478749999999,46226.44789635538,20695.185098104106
p36,growth,36,2X,D09,Justine,887,762.0930122999999,33.3058944,16.6529472,61202.89743946579,24314.64045169114
p36,growth,36,2X,D09,Justine,888,653.7698067,32.5878678,16.2939339,50264.17432758571,20423.450912034066
p36,growth,36,2X,D09,Justine,889,728.2864755,34.8967515,17.44837575,64208.725346292755,24350.773557020642
p36,growth,36,2X,D09,Justine,890,681.2623206,31.9752396,15.9876198,50427.075976150736,20877.987572612245
p37,growth,37,2X,D02,Justine,891,651.1710774,29.560957499999997,14.780478749999999,41195.89081519108,18453.154087000243
p37,growth,37,2X,D02,Justine,892,772.9457538,31.4581287,15.72906435,55377.91332302201,23291.337608543738
p37,growth,37,2X,D02,Justine,893,752.1526256999999,35.031793199999996,17.515896599999998,66827.0845413362,25242.468012777546
p37,growth,37,2X,D02,Justine,894,730.1408286,32.156393099999995,16.078196549999998,54659.177764631415,22495.44112050402
p37,growth,37,2X,D02,Justine,895,789.2429814,31.678806599999998,15.839403299999999,57341.64600590381,23947.160086959833
p37,growth,37,2X,D04,Justine,896,760.8479937,35.012031,17.5060155,67523.401244345,25518.611128970457
p37,growth,37,2X,D04,Justine,897,741.2241291,31.915953,15.9579765,54662.18453249746,22664.636183537987
p37,growth,37,2X,D04,Justine,898,733.8660033,32.574693,16.2873465,56376.64585442214,22903.810978172045
p37,growth,37,2X,D04,Justine,899,694.6182741,32.739377999999995,16.369688999999997,53902.49336085626,21793.997999008003
p37,growth,37,2X,D04,Justine,900,765.7918374,32.0081766,16.0040883,56800.793618285206,23480.179463033586
p37,growth,37,2X,D06,Justine,901,650.341065,30.786213899999996,15.393106949999998,44624.72416068719,19193.63618171566
p37,growth,37,2X,D06,Justine,902,668.8944771,28.9285671,14.46428355,40525.954917864525,18547.42505880089
p37,growth,37,2X,D06,Justine,903,679.1214156,28.8824553,14.44122765,41014.5024409018,18799.59878230489
p37,growth,37,2X,D06,Justine,904,678.5779550999999,27.989862599999995,13.994931299999998,38487.799505164134,18204.10102403811
p37,growth,37,2X,D06,Justine,905,734.8277637,35.687239500000004,17.843619750000002,67753.73940280771,25125.031946295738
p37,growth,37,2X,D08,Justine,906,787.6982360999999,34.6332555,17.31662775,68401.9225342353,26129.506399588045
p37,growth,37,2X,D08,Justine,907,689.1672006,31.207807499999998,15.603903749999999,48592.91122334295,20612.199991164176
p37,growth,37,2X,D08,Justine,908,758.9738783999999,28.4279247,14.21396235,44405.72280849501,20668.951090547147
p37,growth,37,2X,D08,Justine,909,727.4894000999999,33.0852165,16.54260825,57652.27284972025,23061.54021325622
p37,growth,37,2X,D08,Justine,910,772.0235178,31.4910657,15.74553285,55427.72428794556,23288.02290201467
p37,growth,37,2X,D10,Justine,911,764.895951,30.786213899999996,15.393106949999998,52485.18456235192,22557.479297866183
p37,growth,37,2X,D10,Justine,912,703.9229766,27.6077934,13.8038967,38842.78272405024,18623.016251020435
p37,growth,37,2X,D10,Justine,913,744.2642142,29.7684606,14.8842303,47748.71550418562,21225.945915605236
p37,growth,37,2X,D10,Justine,914,787.0592583,30.7928013,15.39640065,54029.087513119695,23213.258927435007
p37,growth,37,2X,D10,Justine,915,803.3235489,32.1267498,16.0633749,60026.895389268306,24717.248779473342
p38,growth,38,2X,D01,Justine,916,791.0018172,36.316336199999995,18.158168099999997,75527.19206335147,27513.76175476507
p38,growth,38,2X,D01,Justine,917,743.0455452,35.8848615,17.94243075,69272.328370283,25545.439929437143
p38,growth,38,2X,D01,Justine,918,654.7183923,31.9719459,15.98597295,48452.309406722474,20066.36820657241
p38,growth,38,2X,D01,Justine,919,665.9894337,29.985844799999995,14.992922399999998,43353.25581077742,19142.206741535636
p38,growth,38,2X,D01,Justine,920,787.7772848999999,34.6233744,17.3116872,68369.75754947643,26124.662017149316
p38,growth,38,2X,D03,Justine,921,779.6616081,34.1951934,17.0975967,66002.14954355994,25536.882018175074
p38,growth,38,2X,D03,Justine,922,710.8529214,27.3212415,13.66062075,38415.13950484989,18610.311779925676
p38,growth,38,2X,D03,Justine,923,762.5409554999999,35.407275,17.7036375,69210.18086058438,25863.860671520153
p38,growth,38,2X,D03,Justine,924,737.3178009,32.8875945,16.44379725,57735.20854752091,23232.096009159628
p38,growth,38,2X,D03,Justine,925,827.8517327999999,33.60562109999999,16.802810549999997,67685.9013793439,26641.261295798977
p38,growth,38,2X,D05,Justine,926,783.7095654,32.9402937,16.47014685,61564.716426807325,24726.909212995113
p38,growth,38,2X,D05,Justine,927,780.4257465,28.9417419,14.47087095,47326.318554334364,21634.712194955966
p38,growth,38,2X,D05,Justine,928,783.6799220999999,31.678806599999998,15.839403299999999,56937.46759113399,23779.067587575424
p38,growth,38,2X,D05,Justine,929,807.746988,35.5818411,17.79092055,74037.88104497908,27525.60612398024
p38,growth,38,2X,D05,Justine,930,742.1858895,31.388960999999995,15.694480499999997,52940.54110274369,22319.195212909406
p38,growth,38,2X,D07,Justine,931,740.6707875,31.438366499999997,15.719183249999999,52998.913073791045,22308.892501966882
p38,growth,38,2X,D07,Justine,932,802.4902428,34.0107462,17.0053731,67203.80816784785,26139.70019312742
p38,growth,38,2X,D07,Justine,933,806.2220048999999,32.218973399999996,16.109486699999998,60589.84561247137,24877.275161851514
p38,growth,38,2X,D07,Justine,934,724.3406229,32.937,16.4685,56889.57948998237,22859.306433224232
p38,growth,38,2X,D07,Justine,935,768.5354895,39.52769369999999,19.763846849999997,86933.80327839786,29099.699711623933
p38,growth,38,2X,D09,Justine,936,790.3826015999999,34.0403895,17.02019475,66305.29551746264,25769.367943224453
p38,growth,38,2X,D09,Justine,937,776.4700128,32.5878678,16.2939339,59697.80752115897,24237.331321806963
p38,growth,38,2X,D09,Justine,938,805.3195311,32.8348953,16.41744765,62858.108078503436,25324.583529213654
p38,growth,38,2X,D09,Justine,939,681.8453054999999,30.9080808,15.4540404,47157.60433828883,20198.38122118433
p38,growth,38,2X,D09,Justine,940,756.2236389,32.377071,16.1885355,57391.44584619669,23455.3049259555
p39,growth,39,2X,D01,Justine,941,672.3067503,29.6498874,14.8249437,42789.318578594735,19106.397625642774
p39,growth,39,2X,D01,Justine,942,796.284912,36.1022457,18.05112285,75137.84302603832,27533.48716625031
p39,growth,39,2X,D01,Justine,943,783.2122167,32.218973399999996,16.109486699999998,58860.59547275758,24170.15999533596
p39,growth,39,2X,D01,Justine,944,754.6986557999999,32.1695679,16.08478395,56543.90957066264,23258.18851515017
p39,growth,39,2X,D01,Justine,945,827.7232785,35.7201765,17.86008825,76459.97705076811,28313.224071930937
p39,growth,39,2X,D02,Justine,946,781.8354500999999,32.60433629999999,16.302168149999996,60171.091308792165,24416.437547756166
p39,growth,39,2X,D02,Justine,947,802.6154033999999,37.0409502,18.5204751,79724.81680143469,28473.05148292918
p39,growth,39,2X,D02,Justine,948,794.7632226,32.1267498,16.0633749,59387.24053038644,24454.933889630465
p39,growth,39,2X,D02,Justine,949,791.3509494,35.199771899999995,17.599885949999997,70985.66053396731,26679.558935327394
p39,growth,39,2X,D02,Justine,950,722.6838918,31.678806599999998,15.839403299999999,52505.86305405754,21936.021408712273
p39,growth,39,2X,D05,Justine,951,815.6419869,35.031793199999996,17.515896599999998,72467.97279116343,27363.900224070225
p39,growth,39,2X,D05,Justine,952,814.1334723,40.179846299999994,20.089923149999997,95155.51293982318,31327.315008777427
p39,growth,39,2X,D05,Justine,953,837.489099,35.95073549999999,17.975367749999997,78363.98707154824,28830.84896014244
p39,growth,39,2X,D05,Justine,954,681.6147464999999,32.8348953,16.41744765,53202.50130389359,21450.33063539889
p39,growth,39,2X,D05,Justine,955,805.8926349,36.724755,18.3623775,78689.50309990188,28344.79237294405
p39,growth,39,2X,D07,Justine,956,822.1536318,32.9468811,16.47344055,64610.54413323453,25939.972392902288
p39,growth,39,2X,D07,Justine,957,745.8945957,27.6077934,13.8038967,41158.795321269805,19728.247745756573
p39,growth,39,2X,D07,Justine,958,805.7608869,37.1101179,18.55505895,80336.45285003529,28637.558637870847
p39,growth,39,2X,D07,Justine,959,818.8764003,34.3170603,17.15853015,69816.85998663919,26911.48043727307
p39,growth,39,2X,D07,Justine,960,736.0134957,32.6273922,16.3136961,56724.71288845716,23007.69595442474
p39,growth,39,2X,D10,Justine,961,803.3531922,33.89217299999999,16.946086499999996,66807.79755070928,26076.464731432778
p39,growth,39,2X,D10,Justine,962,788.7818633999999,33.89217299999999,16.946086499999996,65596.02868744089,25605.417554263335
p39,growth,39,2X,D10,Justine,963,775.4753154,32.6273922,16.3136961,59766.04352385485,24235.77212458331
p39,growth,39,2X,D10,Justine,964,755.9337932999999,29.8310409,14.91552045,48701.50445336522,21602.60709856728
p39,growth,39,2X,D10,Justine,965,755.5648988999999,32.8875945,16.44379725,59164.03612652565,23804.485625185567
p40,growth,40,2X,D01,Justine,966,817.0978023,34.2380115,17.11900575,69344.64211221063,26791.406854025543
p40,growth,40,2X,D01,Justine,967,772.7777751,33.391530599999996,16.695765299999998,62380.53261670072,24717.462309734736
p40,growth,40,2X,D01,Justine,968,835.7829624,37.498774499999996,18.749387249999998,85084.30681365872,30011.28213752119
p40,growth,40,2X,D01,Justine,969,824.5547390999999,33.552921899999994,16.776460949999997,67205.0619561176,26493.968347066526
p40,growth,40,2X,D01,Justine,970,782.2669248,29.939732999999997,14.969866499999998,50765.96148489215,22433.315424293687
p40,growth,40,2X,D03,Justine,971,766.9841567999999,37.8940185,18.94700925,79735.09581070447,27840.94094195709
p40,growth,40,2X,D03,Justine,972,735.4370981999999,28.045855500000002,14.022927750000001,41879.8116181896,19761.537481877058
p40,growth,40,2X,D03,Justine,973,786.8748111,35.8222812,17.9111406,73102.7849632765,26998.447424160542
p40,growth,40,2X,D03,Justine,974,782.8993151999999,39.188442599999995,19.594221299999997,87044.97877712279,29386.84879378384
p40,growth,40,2X,D03,Justine,975,781.2063533999999,38.1377523,19.06887615,82261.71432015595,28537.367240531446
p40,growth,40,2X,D05,Justine,976,823.4711118,35.012031,17.5060155,73081.05003313263,27609.91829314266
p40,growth,40,2X,D05,Justine,977,791.5353966,30.568829700000002,15.284414850000001,53548.80302687698,23174.928476099118
p40,growth,40,2X,D05,Justine,978,848.8820072999999,37.87755,18.938775,88172.44636301044,30787.6728286457
p40,growth,40,2X,D05,Justine,979,809.5519356,35.0614365,17.53071825,72048.66338983302,27183.390043895608
p40,growth,40,2X,D05,Justine,980,805.4216358,39.129156,19.564578,89278.3292709431,30182.971394600827
p40,growth,40,2X,D07,Justine,981,799.5786119999999,31.5404712,15.7702356,57586.31980759121,24153.523322466986
p40,growth,40,2X,D07,Justine,982,825.4407444,40.3445313,20.17226565,97269.58273157354,31890.835472179966
p40,growth,40,2X,D07,Justine,983,784.0257606,36.5205456,18.2602728,75705.36337736924,27425.469826885157
p40,growth,40,2X,D07,Justine,984,819.7624056,36.3920913,18.19604565,78600.23168004016,28569.476807024443
p40,growth,40,2X,D07,Justine,985,813.7217598,34.745241299999996,17.372620649999998,71119.45103273127,27076.432305510625
p40,growth,40,2X,D09,Justine,986,656.368536,30.1933479,15.09667395,43320.364125816835,18997.599445970136
p40,growth,40,2X,D09,Justine,987,777.6326889,29.521433099999996,14.760716549999998,49064.9299007108,21989.39941082839
p40,growth,40,2X,D09,Justine,988,802.6944521999999,32.5285812,16.2642906,61489.69024106596,25006.885857548157
p40,growth,40,2X,D09,Justine,989,871.4899641000001,38.5725207,19.28626035,93872.89975945183,32184.333364876762
p40,growth,40,2X,D09,Justine,990,779.8658174999999,35.3512821,17.67564105,70558.93632211635,26407.13174856943
p41,growth,41,2X,D02,Justine,991,824.3208864,39.3531276,19.6765638,92422.26619934781,31065.133404614768
p41,growth,41,2X,D02,Justine,992,805.8465231,39.6297984,19.8148992,91625.81787957772,30585.21141475928
p41,growth,41,2X,D02,Justine,993,795.4977177,39.909762900000004,19.954881450000002,91731.61404804871,30407.335833365585
p41,growth,41,2X,D02,Justine,994,842.1035727,42.389919,21.1949595,109550.0260243374,34181.35399466287
p41,growth,41,2X,D02,Justine,995,831.7152428999999,43.4076723,21.70383615,113456.51992665831,34571.91666401811
p41,growth,41,2X,D04,Justine,996,790.4287134,37.264921799999996,18.632460899999998,79466.65605963355,28212.05301811609
p41,growth,41,2X,D04,Justine,997,865.1627664,40.1534967,20.07674835,100987.20780181536,33261.14972052521
p41,growth,41,2X,D04,Justine,998,813.1848866999999,36.6325314,18.3162657,79003.25071303015,28528.40968952546
p41,growth,41,2X,D04,Justine,999,813.2738166,29.475321299999997,14.737660649999999,51153.539312750094,22957.07115371875
p41,growth,41,2X,D04,Justine,1000,780.9099204,33.6813762,16.8406881,64136.07790691734,25193.267850876968
p41,growth,41,2X,D06,Justine,1001,788.7851571,36.8301534,18.4150767,77461.80041728672,27825.167123393065
p41,growth,41,2X,D06,Justine,1002,802.5396483,38.4506538,19.2253269,85900.51283186715,29553.899883029295
p41,growth,41,2X,D06,Justine,1003,801.587769,36.5139582,18.2569791,77373.2272599017,28032.167245292367
p41,growth,41,2X,D06,Justine,1004,812.6578946999999,38.20692,19.10346,85884.26801774945,29735.295412894993
p41,growth,41,2X,D06,Justine,1005,807.5394848999999,38.6647443,19.33237215,87400.88960446503,29902.84364603503
p41,growth,41,2X,D08,Justine,1006,822.7464978,41.0559705,20.52798525,100401.56660915278,32347.694848635
p41,growth,41,2X,D08,Justine,1007,851.026206,39.2839599,19.64197995,95081.33121558114,32011.175150804596
p41,growth,41,2X,D08,Justine,1008,822.6081624,33.3223629,16.66118145,66128.15347379452,26250.045960169413
p41,growth,41,2X,D08,Justine,1009,825.9512679,38.671331699999996,19.335665849999998,89424.08017732312,30587.06496628346
p41,growth,41,2X,D08,Justine,1010,789.8523158999999,37.4394879,18.71974395,80154.42393621283,28323.627867246578
p41,growth,41,2X,D10,Justine,1011,799.6214301,35.970497699999996,17.985248849999998,74902.98414645025,27547.4828663007
p41,growth,41,2X,D10,Justine,1012,817.6215006,37.21881,18.609405,81997.20927873782,29142.48714670421
p41,growth,41,2X,D10,Justine,1013,818.1419051999999,35.6279529,17.81397645,75185.16870526501,27914.523950154562
p41,growth,41,2X,D10,Justine,1014,777.3164937,36.0067284,18.0033642,72960.36708780852,26809.191319308007
p41,growth,41,2X,D10,Justine,1015,806.9268567,39.9426999,19.97134995,93203.1963961479,30867.859019080784
p42,growth,42,2X,D02,Justine,1016,808.0664768999999,38.7207372,19.3603686,87711.41682837975,29965.611040208154
p42,growth,42,2X,D02,Justine,1017,809.0150625,33.0061677,16.50308385,63807.04219235592,25573.02321522121
p42,growth,42,2X,D02,Justine,1018,851.7639947999999,37.54818,18.77409,86939.84507623261,30623.169885121784
p42,growth,42,2X,D02,Justine,1019,827.9999493,39.073163099999995,19.536581549999998,91518.57565120436,30981.24497443926
p42,growth,42,2X,D02,Justine,1020,795.2408091,37.4724249,18.73621245,80843.30429286369,28541.140267271196
p42,growth,42,2X,D03,Justine,1021,827.8418517,35.7234702,17.8617351,76485.03328550905,28319.87501806108
p42,growth,42,2X,D03,Justine,1022,831.7942916999999,37.956598799999995,18.978299399999997,86758.55623289826,30233.286599192223
p42,growth,42,2X,D03,Justine,1023,830.7897131999999,40.1864337,20.09321685,97134.12807815714,31970.894295684076
p42,growth,42,2X,D03,Justine,1024,775.0866588,35.3216388,17.6608194,70008.98055081075,26223.97647728565
p42,growth,42,2X,D03,Justine,1025,778.6273863,35.0713176,17.5356588,69335.49831648335,26156.572850254062
p42,growth,42,2X,D06,Justine,1026,834.0702384,35.5357293,17.76786465,76252.64141558338,28382.151870021473
p42,growth,42,2X,D06,Justine,1027,816.1393356,39.662735399999995,19.831367699999998,92950.43728090423,31000.019298796407
p42,growth,42,2X,D06,Justine,1028,859.0924773,37.024481699999995,18.512240849999998,85258.89371484955,30454.859995872015
p42,growth,42,2X,D06,Justine,1029,795.4977177,39.5342811,19.76714055,90013.66225064336,30121.255426911535
p42,growth,42,2X,D06,Justine,1030,893.6960894999999,37.1990478,18.5995239,89531.38560842395,31826.226964134054
p42,growth,42,2X,D09,Justine,1031,818.0859122999999,34.2116619,17.10583095,69321.67671446322,26803.031898399637
p42,growth,42,2X,D09,Justine,1032,847.0474164000001,38.3090247,19.15451235,89997.76305962977,31071.348877734126
p42,growth,42,2X,D09,Justine,1033,808.7976782999999,35.7860505,17.89302525,74987.56278991909,27719.443247624815
p42,growth,42,2X,D09,Justine,1034,850.7594162999999,41.51379479999999,20.756897399999996,106148.39576099854,33817.62849687249
p42,growth,42,2X,D09,Justine,1035,835.0550547,38.4967656,19.2483828,89595.33474918839,30783.27337679962
p42,growth,42,2X,D10,Justine,1036,840.8881974,40.6080273,20.30401365,100388.47186311023,32697.440653901387
p42,growth,42,2X,D10,Justine,1037,802.2860334,33.0292236,16.5146118,63364.75555174147,25378.896217727888
p42,growth,42,2X,D10,Justine,1038,821.646402,37.3373832,18.6686916,82926.72488408006,29378.669661778822
p42,growth,42,2X,D10,Justine,1039,875.3600615999999,42.8049252,21.4024626,116117.05556985876,35873.7971435808
p42,growth,42,2X,D10,Justine,1040,893.5017612,42.3273387,21.16366935,115893.51670914727,36205.97088595256
p43,growth,43,2X,D01,Justine,1041,865.4130875999999,35.3512821,17.67564105,78298.88882172285,29291.675678358486
p43,growth,43,2X,D01,Justine,1042,769.3655018999999,34.781472,17.390736,67383.01302958775,25633.137788729782
p43,growth,43,2X,D01,Justine,1043,828.3787248,41.9386821,20.96934105,105482.47125208976,33268.47655263828
p43,growth,43,2X,D01,Justine,1044,831.2903556,39.359714999999994,19.679857499999997,93234.88380205867,31331.981497619818
p43,growth,43,2X,D01,Justine,1045,800.0496110999999,43.4933085,21.74665425,109567.9688592983,33326.481154124136
